time_sec,data
1764731927.9331684,3.1024346351623535
1764731928.9310508,3.4479000568389893
1764731929.940525,2.6764235496520996
1764731930.9309123,3.098123073577881
1764731931.9369946,3.729555606842041
1764731932.9338014,3.821747303009033
1764731933.9302142,3.72537899017334
1764731934.9349234,3.1973841190338135
1764731935.935015,3.8829007148742676
1764731936.9337459,3.7291336059570312
1764731937.9356244,3.554473876953125
1764731938.9360883,3.986957550048828
1764731939.9343243,4.051340579986572
1764731940.9368863,3.522533893585205
1764731941.9316573,4.273417949676514
1764731942.9373322,4.309371471405029
1764731943.9358015,4.12336540222168
1764731944.939498,4.207033634185791
1764731945.9356277,3.914839506149292
1764731946.935328,4.087406158447266
1764731947.93342,3.9177486896514893
1764731948.93417,3.9892256259918213
1764731949.9332798,3.5148441791534424
1764731950.9354503,3.7265100479125977
1764731951.9286304,3.7260420322418213
1764731952.9317741,3.2108097076416016
1764731953.936575,2.6569607257843018
1764731954.9336822,2.925668716430664
1764731955.9335234,2.666268825531006
1764731956.9352565,3.0449697971343994
1764731957.9351728,2.2947068214416504
1764731958.934921,2.458726644515991
1764731959.9340122,2.0299501419067383
1764731960.935783,2.27541184425354
1764731961.9359183,2.159228801727295
1764731962.936094,1.1052143573760986
1764731963.9349604,1.157010555267334
1764731964.937513,1.5065271854400635
1764731965.9354386,0.812396764755249
1764731966.935253,1.2476805448532104
1764731967.9338665,0.8917816281318665
1764731968.9360898,1.1948826313018799
1764731969.9353204,1.4392622709274292
1764731970.9338176,1.2158992290496826
1764731971.9341779,1.0929169654846191
1764731972.93517,0.8727086186408997
1764731973.935051,0.6297665238380432
1764731974.9318624,1.4112755060195923
1764731975.9372754,1.3153775930404663
1764731976.931074,1.391521692276001
1764731977.9346838,0.9205071330070496
1764731978.9312675,1.2471797466278076
1764731979.934846,0.596612274646759
1764731980.9333882,0.7427257895469666
1764731981.9331486,1.232062578201294
1764731982.935918,0.8618526458740234
1764731983.9368367,1.251281499862671
1764731984.935484,0.9055774211883545
1764731985.9336655,0.6968018412590027
1764731986.9349153,1.490513563156128
1764731987.934621,1.421056866645813
1764731988.929661,0.7156452536582947
1764731989.9340298,0.9655280709266663
1764731990.935337,1.4636040925979614
1764731991.9379413,1.036538004875183
1764731992.9323313,1.184607744216919
1764731993.9318907,1.453805685043335
1764731994.9349296,1.1172419786453247
1764731995.9387648,1.4296587705612183
1764731996.9351754,0.5766368508338928
1764731997.9339075,0.8014148473739624
1764731998.9339056,0.5710611939430237
1764731999.938288,1.1918377876281738
1764732000.933717,0.7826352119445801
1764732001.9374466,1.314199447631836
1764732002.9346726,0.9204803109169006
1764732003.9342546,1.1714907884597778
1764732004.9368725,1.0495998859405518
1764732005.931602,0.5485889315605164
1764732006.935156,0.9356683492660522
1764732007.9323962,1.2431448698043823
1764732008.933146,1.2582679986953735
1764732009.9289274,1.0180883407592773
1764732010.9324558,0.7957559823989868
1764732011.9341156,0.8090384602546692
1764732012.9336917,0.6295252442359924
1764732013.9344409,0.5104939937591553
1764732014.9331968,0.9787589907646179
1764732015.9341526,1.278247594833374
1764732016.9357905,1.7596434354782104
1764732017.9312177,1.7188955545425415
1764732018.929566,1.5172739028930664
1764732019.9305034,2.5354819297790527
1764732020.935483,2.503612995147705
1764732021.934062,2.3772904872894287
1764732022.9332132,2.7334482669830322
1764732023.933383,2.342780590057373
1764732024.93321,3.4535329341888428
1764732025.9342802,3.1436235904693604
1764732026.9339058,3.1525354385375977
1764732027.931919,3.164807081222534
1764732028.9339957,3.7306253910064697
1764732029.9356365,3.58004093170166
1764732030.934706,3.7883012294769287
1764732031.9372451,4.168087959289551
1764732032.9360113,4.003734588623047
1764732033.9331102,4.12962007522583
1764732034.9302933,4.219294548034668
1764732035.9373322,3.795970916748047
1764732036.932678,4.098232746124268
1764732037.9364634,3.566417932510376
1764732038.9334862,3.59098219871521
1764732039.933906,3.7895376682281494
1764732040.9285676,3.843708038330078
1764732041.9340284,3.8586792945861816
1764732042.9330184,3.8987979888916016
1764732043.9343972,3.9063942432403564
1764732044.9325662,4.185322284698486
1764732045.9341261,4.023786544799805
1764732046.937046,3.1828131675720215
1764732047.9339957,3.481208562850952
1764732048.934525,3.5436651706695557
1764732049.93725,2.745746374130249
1764732050.9321246,3.2449209690093994
1764732051.935825,2.648603677749634
1764732052.9377084,3.1056602001190186
1764732053.9318979,2.7418811321258545
1764732054.9375372,1.900333046913147
1764732055.938411,2.009432554244995
1764732056.9388092,1.9421383142471313
1764732057.9363346,1.7041884660720825
